,id,listing_url,name,host_name,host_location,host_is_superhost,host_neighborhood,host_has_profile_pic,street,neighborhood,city,suburb,state,zipcode,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,avg_rainfall
651,2046678,https://www.airbnb.com/rooms/2046678,Spacious Victorian-style duplex,Erwann,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85892958,144.9790529,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,799,,250,2,30,3,30,348
652,2051170,https://www.airbnb.com/rooms/2051170,"Degraves Street, Melbourne",Tristan,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.8172373,144.9663189,Apartment,Entire home/apt,4,1,2,2,Real Bed,180,,,400,2,50,2,1125,548
654,2053828,https://www.airbnb.com/rooms/2053828,Harbour Sunset View/CBD Modern Apa/Pool Gym Garden,Kevin & Ashley,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81609559,144.9537404,Apartment,Entire home/apt,2,1,1,1,Real Bed,118,,,300,2,29,1,1125,268
656,2057259,https://www.airbnb.com/rooms/2057259,Harpers Lane,Rachel,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86409135,144.9833652,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,500,,,1,0,2,7,518
663,2079865,https://www.airbnb.com/rooms/2079865,"Southbank Apt - Car, Pool, Perfect!",Julian,"Melbourne, Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82454794,144.9628176,Apartment,Entire home/apt,5,1,1,3,Real Bed,150,,,133,2,20,4,365,478
664,2079904,https://www.airbnb.com/rooms/2079904,MODERN 1-BR APT - 5★ REVIEWS + NYE FIREWORKS!,Daniel,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81728184,144.9535547,Apartment,Entire home/apt,2,1,1,1,Real Bed,138,,,200,1,0,2,300,431
666,2084207,https://www.airbnb.com/rooms/2084207,Apartment in the Heart of Fitzroy!,Ben,"Melbourne, Victoria, Australia",f,Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80285998,144.9830514,Apartment,Entire home/apt,2,1,1,1,Real Bed,181,,,300,1,0,3,30,565
676,2106830,https://www.airbnb.com/rooms/2106830,"Central, Quiet House near Lygon Street",Robert,"Fitzroy, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79551502,144.9680637,House,Entire home/apt,7,1.5,3,4,Real Bed,280,2450,,400,1,0,3,36,409
680,2119988,https://www.airbnb.com/rooms/2119988,Sleep me at best location with view,Alex,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80848016,144.9601615,Apartment,Entire home/apt,4,1,1,2,Real Bed,145,1012,4200,160,2,30,3,666,352
684,2128253,https://www.airbnb.com/rooms/2128253,Sensational apartment in iconic Tudor Close,Paul,"Saint Kilda, Victoria, Australia",f,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.86263715,144.9747914,Apartment,Entire home/apt,2,1,1,1,Real Bed,114,,,300,2,0,5,200,412
686,2132281,https://www.airbnb.com/rooms/2132281,St Kilda - Funky,Jan,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.87053054,144.9869021,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,,,500,1,0,2,1125,472
688,2138891,https://www.airbnb.com/rooms/2138891,Botanical Garden Apartment -Free WIFI,Ines,"Melbourne, Victoria, Australia",t,Docklands,t,"South Yarra, VIC, Australia",South Yarra,Melbourne,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.8365079,144.982338,Apartment,Entire home/apt,2,1,0,1,Real Bed,105,,,300,1,0,3,30,591
690,2142619,https://www.airbnb.com/rooms/2142619,perfect location 3 Bedr'm townhouse,Tony,"Melbourne, Victoria, Australia",f,,t,"Moonee Ponds, VIC, Australia",Brunswick,Moonee Valley,Moonee Ponds,VIC,3039,"Moonee Ponds, Australia",AU,Australia,-37.76442552,144.9309736,Townhouse,Entire home/apt,7,1.5,3,4,Real Bed,169,,,0,4,20,1,60,661
692,2142770,https://www.airbnb.com/rooms/2142770,☆ Award winning sustainable studio in St Kilda ☆,David,"Melbourne, Victoria, Australia",f,,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86264896,144.9875339,Guest suite,Entire home/apt,4,1,0,1,Real Bed,145,,,145,2,45,2,1125,474
693,2146707,https://www.airbnb.com/rooms/2146707,Melbourne CBD Laneway,Julian,"Melbourne, Victoria, Australia",f,,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81061059,144.9588995,Loft,Private room,1,1,1,1,Real Bed,71,,,150,1,0,1,2,266
694,2149952,https://www.airbnb.com/rooms/2149952,"Glamorous, Open-Concept Apartment in Fitzroy",Katrina,"Melbourne, Victoria, Australia",t,Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.8073046,144.9776561,Apartment,Entire home/apt,6,1.5,2,4,Real Bed,230,1670,,500,2,20,2,1124,314
701,2155209,https://www.airbnb.com/rooms/2155209,"Art Deco charm, South Yarra",Tanyth,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83942206,144.9910211,Apartment,Private room,1,1,1,1,Real Bed,65,460,1480,200,1,10,3,10,311
702,2156314,https://www.airbnb.com/rooms/2156314,Spacious - ArtDeco - St Kilda The perfect location,Natalie,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda West, VIC, Australia",St Kilda,Port Phillip,St Kilda West,VIC,3182,"St Kilda West, Australia",AU,Australia,-37.8584856,144.9711442,Apartment,Entire home/apt,4,1,1,2,Real Bed,156,1000,3990,303,2,25,3,1125,660
704,2160594,https://www.airbnb.com/rooms/2160594,Auto ceiling bed,Paul,"Pascoe Vale, Victoria, Australia",f,,t,"Pascoe Vale South, VIC, Australia",Brunswick,Moreland,Pascoe Vale South,VIC,3044,"Pascoe Vale South, Australia",AU,Australia,-37.73537788,144.9342531,House,Private room,4,0.5,1,2,Real Bed,48,250,770,0,1,12,1,1125,318
705,2167028,https://www.airbnb.com/rooms/2167028,Position Perfect - The Terrace,Danielle & Ruth,"Melbourne, Victoria, Australia",t,Richmond,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.76576125,144.9700385,Condominium,Entire home/apt,3,1,1,2,Real Bed,161,1030,3400,250,2,15,3,200,518
706,2167910,https://www.airbnb.com/rooms/2167910,Cafes & Cool.City edge. Zen retreat.Heart of Melb!,Julia,"Brunswick, Victoria, Australia",t,Brunswick,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80646658,144.9798707,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,,,225,1,0,2,1124,445
707,2171818,https://www.airbnb.com/rooms/2171818,Single Room in Residential College,Medley,"Melbourne, Victoria, Australia",t,Carlton,t,"Parkville, VIC, Australia",Carlton,Melbourne,Parkville,VIC,3052,"Parkville, Australia",AU,Australia,-37.80629978,144.9668616,Apartment,Private room,1,5,1,1,Real Bed,78,,,,1,0,3,30,542
708,2172127,https://www.airbnb.com/rooms/2172127,Spacious-Prime Location-3BR-Resort Facilities,Tom,"Victoria, Australia",f,South Yarra,t,"Melbourne, VIC, Australia",South Yarra,Port Phillip,Melbourne,VIC,3004,"Melbourne, Australia",AU,Australia,-37.83510394,144.9734708,Apartment,Entire home/apt,6,1,3,3,Real Bed,309,1250,4100,500,1,0,2,1125,362
709,2172440,https://www.airbnb.com/rooms/2172440,Opposite beach! 15 mins to city!,Melissa,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"St Kilda West, VIC, Australia",St Kilda,Port Phillip,St Kilda West,VIC,3182,"St Kilda West, Australia",AU,Australia,-37.85772481,144.9686421,Apartment,Entire home/apt,4,1,1,2,Real Bed,120,,4200,250,2,25,1,1125,366
715,2182285,https://www.airbnb.com/rooms/2182285,Rooftops over Gertrude St Fitzroy,William,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Melbourne, VIC, Australia",Fitzroy,Yarra,Melbourne,VIC,3065,"Melbourne, Australia",AU,Australia,-37.80440204,144.9747894,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,1100,3500,,1,0,2,1125,656
716,2183593,https://www.airbnb.com/rooms/2183593,"3 BR CBD Apartment with WiFi, Private Room 1",Ross,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81044392,144.961749,Apartment,Private room,2,1,1,1,Real Bed,75,,,,1,0,1,1125,444
719,2194510,https://www.airbnb.com/rooms/2194510,LUXURY STUDIO/HOUSE NEXT TO PARKS,Judith,"Brunswick, Victoria, Australia",f,Brunswick,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.77698204,144.9523305,House,Entire home/apt,2,1,1,2,Real Bed,150,,4500,500,1,0,60,360,503
721,2198704,https://www.airbnb.com/rooms/2198704,Master bedroom in the heart of Melbourne!,Martina,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82267239,144.9652164,Apartment,Private room,2,1,1,1,Real Bed,65,,,150,1,15,5,1125,536
722,2203729,https://www.airbnb.com/rooms/2203729,Cosy & Original 1930s Art Deco Apartment,Antoinette,"Melbourne, Victoria, Australia",f,South Yarra,t,"Melbourne, VIC, Australia",South Yarra,Melbourne,Melbourne,VIC,3141,"Melbourne, Australia",AU,Australia,-37.83746506,144.9830889,Apartment,Private room,2,1,1,1,Real Bed,60,390,1365,150,1,10,2,1125,461
726,2223016,https://www.airbnb.com/rooms/2223016,Relax in style at Botanical Gardens,Leon,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Melbourne,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83700088,144.9787889,Apartment,Private room,2,1.5,1,1,Futon,145,,,,1,0,1,1125,541
732,2238738,https://www.airbnb.com/rooms/2238738,2BD/2Bth Large Melbourne Home Heated Pool &Netflix,Daniela And Taj,"Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,Victoria,3006,"Southbank, Australia",AU,Australia,-37.82211394,144.9600088,Apartment,Entire home/apt,6,2,2,3,Real Bed,150,,,250,4,25,1,365,611
733,2239222,https://www.airbnb.com/rooms/2239222,"BEACH SIDE 3BED 2BTH APARTMENT, PARKING,SUPER HOST",Ben,"Melbourne, Victoria, Australia",t,St Kilda,t,"Melbourne, VIC, Australia",St Kilda,Port Phillip,Melbourne,VIC,3182,"Melbourne, Australia",AU,Australia,-37.87003809,144.976191,Apartment,Entire home/apt,10,2,3,9,Real Bed,215,1650,5700,1200,4,30,2,1125,405
737,2243932,https://www.airbnb.com/rooms/2243932,City Room with your own bathroom!,Duy And Benny,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81261196,144.9543174,Apartment,Private room,2,1,1,1,Real Bed,71,,,150,1,15,3,1125,483
738,2244420,https://www.airbnb.com/rooms/2244420,Just for you on Waterloo,Mark,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86347578,144.9828691,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,,,500,2,10,2,1123,274
744,2257483,https://www.airbnb.com/rooms/2257483,Welcome to the Heart of Melbourne! SUPER Central!,Jess & Tim,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81827292,144.9669332,Apartment,Entire home/apt,2,1,0,1,Real Bed,96,600,2200,200,1,0,21,400,584
745,2258136,https://www.airbnb.com/rooms/2258136,"Convention Centre/Crown, bay views, balcony",Nina & Gary,"Southbank, Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82671777,144.9556984,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,,,200,2,0,2,1125,535
746,2258577,https://www.airbnb.com/rooms/2258577,Art Deco gem in St Kilda's heart!,Alanna,"Glasgow, Scotland, United Kingdom",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8648699,144.9807977,Apartment,Entire home/apt,4,1,2,2,Real Bed,109,700,,300,2,15,2,5,347
750,2274415,https://www.airbnb.com/rooms/2274415,"light filled, close to tram & city",Katie,"Melbourne, Victoria, Australia",f,Brunswick,t,"Melbourne, VIC, Australia",Brunswick,Moreland,Melbourne,VIC,3057,"Melbourne, Australia",AU,Australia,-37.76501748,144.9741221,Apartment,Entire home/apt,2,1,1,1,Real Bed,84,550,2200,,1,0,3,1125,440
751,2278396,https://www.airbnb.com/rooms/2278396,CARLTON CBD Clean Modern Comfort 1,Mona,"Melbourne, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79774332,144.9685864,Apartment,Private room,2,1,1,1,Real Bed,73,,,300,1,25,2,28,352
754,2291815,https://www.airbnb.com/rooms/2291815,Comfortable Sunny Fitzroy Studio,Emily And Sam,"Melbourne, Victoria, Australia",t,,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80565182,144.9782432,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,850,3200,250,1,0,2,60,201
755,2292052,https://www.airbnb.com/rooms/2292052,Luxury Mansion Loft by the Beach,Paul & Marco,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86278304,144.9746439,Loft,Entire home/apt,4,1,1,2,Real Bed,100,,,300,2,20,2,1125,496
757,2301728,https://www.airbnb.com/rooms/2301728,Melbourne CBD - Great Views!!!,Nickett,AU,f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81562592,144.9532567,Apartment,Entire home/apt,4,1,1,3,Real Bed,410,945,3300,,2,50,1,20,639
759,2310267,https://www.airbnb.com/rooms/2310267,A Resort in the City 2 - Southbank,Pauline,"Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.8234875,144.9662808,Apartment,Entire home/apt,6,1,2,2,Real Bed,170,,,150,4,25,3,200,211
760,2311434,https://www.airbnb.com/rooms/2311434,St Kilda - Stylish Oasis,Sarah,"Saint Kilda, Victoria, Australia",f,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.86792653,144.9821512,Apartment,Entire home/apt,3,1,2,2,Real Bed,150,,,450,2,30,2,1124,582
761,2320781,https://www.airbnb.com/rooms/2320781,"Charming flat, beautiful outlook",Valerie,"Melbourne, Victoria, Australia",f,Brunswick,t,"Brunswick West, VIC, Australia",Brunswick,Moreland,Brunswick West,VIC,3055,"Brunswick West, Australia",AU,Australia,-37.75790499,144.9471196,Apartment,Entire home/apt,4,1,1,2,Real Bed,75,420,1500,,2,6,2,70,623
762,2321003,https://www.airbnb.com/rooms/2321003,"1BR apt, with carpark, walk to CBD",Frank,"Inverloch, Victoria, Australia",f,Southbank,t,"South Melbourne, VIC, Australia",Southbank,Melbourne,South Melbourne,VIC,3006,"South Melbourne, Australia",AU,Australia,-37.82816484,144.9586961,Apartment,Entire home/apt,2,1,1,1,Real Bed,251,,,,1,0,1,1125,211
764,2327860,https://www.airbnb.com/rooms/2327860,Sea View 2Mins to Station FREE (Tram/POOL/GYM),Nest-Apartments,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,Victoria,3000,"Melbourne, Australia",AU,Australia,-37.81466197,144.9515185,Apartment,Entire home/apt,7,2,2,5,Real Bed,100,,,200,4,35,1,365,471
767,2332921,https://www.airbnb.com/rooms/2332921,LUXICO - Little Charles (Fitzroy),Luxico Holiday Homes,"Victoria, Australia",t,Abbotsford,t,"Fitzroy, Melbourne, VIC, Australia",Fitzroy,Yarra,"Fitzroy, Melbourne",VIC,3065,"Fitzroy, Melbourne, Australia",AU,Australia,-37.80289572,144.9821243,House,Entire home/apt,4,1,2,3,Real Bed,307,2023,7057,750,1,0,7,180,610
769,2333255,https://www.airbnb.com/rooms/2333255,LUXICO - The Grainger (Fitzroy),Luxico Holiday Homes,"Victoria, Australia",t,Abbotsford,t,"Fitzroy, Melbourne, VIC, Australia",Carlton,Melbourne,"Fitzroy, Melbourne",Victoria,3065,"Fitzroy, Melbourne, Australia",AU,Australia,-37.80114319,144.9733426,House,Entire home/apt,16,4,7,12,Real Bed,779,5407,15513,750,8,25,3,1125,647
770,2334567,https://www.airbnb.com/rooms/2334567,GORGEOUS ROOM & BEST BREAKFAST in FITZROY!!!,David & Ong & Jordan!,"Fitzroy, Victoria, Australia",t,Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.79521605,144.981443,Townhouse,Private room,2,1.5,2,0,Real Bed,84,452,1596,0,1,20,2,21,260
776,2357753,https://www.airbnb.com/rooms/2357753,"Royal Stays 2bdr ""Modern"" Apt (RS1502)",Royal Stays,"Melbourne, Victoria, Australia",f,Central Business District,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,Victoria,3006,"Southbank, Australia",AU,Australia,-37.82802709,144.958227,Apartment,Entire home/apt,5,1,2,2,Real Bed,199,1200,4000,500,4,25,1,1125,350
777,2357769,https://www.airbnb.com/rooms/2357769,An extradordinary St Kilda mansion,Barbara,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,Victoria,3182,"St Kilda, Australia",AU,Australia,-37.86390095,144.9801816,House,Entire home/apt,8,1.5,4,4,Real Bed,350,,,1500,4,50,2,1125,232
781,2368779,https://www.airbnb.com/rooms/2368779,MODERN APARTMENT SYDNEY RD,Kevin,"Melbourne, Victoria, Australia",f,Brunswick,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.76209773,144.9629118,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,,,,1,0,1,30,291
788,2393447,https://www.airbnb.com/rooms/2393447,Modern St Kilda Apartment,Hugh,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85859357,144.9809959,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,800,3100,350,1,0,5,365,298
789,2393924,https://www.airbnb.com/rooms/2393924,LUXICO - MacRobertson Warehouse,Luxico Holiday Homes,"Victoria, Australia",t,Abbotsford,t,"Fitzroy, Melbourne, VIC, Australia",Fitzroy,Yarra,"Fitzroy, Melbourne",Victoria,3065,"Fitzroy, Melbourne, Australia",AU,Australia,-37.79635743,144.9839477,Apartment,Entire home/apt,4,1,2,2,Real Bed,320,1946,6692,750,1,0,7,1125,361
795,2405220,https://www.airbnb.com/rooms/2405220,Aye...cityViews...topFloor...private...,Carol,"Victoria, Australia",t,Brunswick,t,"Brunswick West, VIC, Australia",Brunswick,Moreland,Brunswick West,VIC,3055,"Brunswick West, Australia",AU,Australia,-37.77619359,144.9488959,Apartment,Entire home/apt,2,1,1,1,Real Bed,127,,1750,200,1,7,6,300,555
796,2406274,https://www.airbnb.com/rooms/2406274,"Light filled 3BD with courtyard, amazing location",Shobhana,"Melbourne, Victoria, Australia",f,Brunswick,t,"Brunswick West, VIC, Australia",Brunswick,Moreland,Brunswick West,VIC,3055,"Brunswick West, Australia",AU,Australia,-37.77475434,144.9444387,House,Entire home/apt,6,3,3,3,Real Bed,220,,,0,1,0,5,1125,377
797,2406409,https://www.airbnb.com/rooms/2406409,Wot a spot!,Stay With Style,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,Victoria,3182,"St Kilda, Australia",AU,Australia,-37.85970622,144.9774523,Apartment,Entire home/apt,2,1,1,1,Real Bed,138,950,3645,300,1,0,4,365,486
809,2426659,https://www.airbnb.com/rooms/2426659,"""Beach House"" - Pearl Apartments",Joe,"Saint Kilda, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8643108,144.9747359,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,,,0,1,0,2,1125,583
812,2428212,https://www.airbnb.com/rooms/2428212,Flinders Lane - studio apartment,Joy,"Coogee, New South Wales, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.8176303,144.9654453,Apartment,Entire home/apt,3,1,1,1,Real Bed,109,,3500,250,2,40,2,1125,251
814,2446736,https://www.airbnb.com/rooms/2446736,Laneways of Fitzroy,William,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80447679,144.9753464,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,850,2900,,1,0,2,300,507
815,2447164,https://www.airbnb.com/rooms/2447164,Resort style living on Chapel St,Eve,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83765821,144.9973581,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,,,200,1,25,2,1125,699
816,2447695,https://www.airbnb.com/rooms/2447695,Stylish Apartment | Chapel x Toorak,Mary,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83845701,144.9959127,Apartment,Entire home/apt,2,1,1,1,Real Bed,136,,,300,1,0,1,1125,560
817,2447957,https://www.airbnb.com/rooms/2447957,CBD Boutique BBQ&pool unit 2,Kirk & Lyn,all over the place-we are FREE,f,St Kilda,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81128633,144.9721785,Apartment,Entire home/apt,2,1,1,1,Real Bed,91,,,150,1,0,5,1125,578
820,2448471,https://www.airbnb.com/rooms/2448471,Room With A View - South Yarra At Your Doorstep.,Rommer,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83579729,144.9963344,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,650,2100,,1,0,1,16,371
821,2449576,https://www.airbnb.com/rooms/2449576,"Southbank Warehouse, Free Parking & Wifi",Terry,"Southbank, Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82839775,144.9599929,Loft,Entire home/apt,4,1,1,2,Real Bed,109,950,,200,2,25,1,31,226
823,2455203,https://www.airbnb.com/rooms/2455203,Explore St Kilda Beach  from a Luxury Apartment,Di,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86650265,144.9810006,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,235,1850,6000,800,2,25,5,1125,658
828,2479006,https://www.airbnb.com/rooms/2479006,Space & light in the art of Fitzroy,Tarley,"Northcote, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,Victoria,3065,"Fitzroy, Australia",AU,Australia,-37.79524374,144.9781496,Loft,Entire home/apt,10,1,0,5,Real Bed,125,800,3500,150,2,25,1,90,400
829,2484752,https://www.airbnb.com/rooms/2484752,Private townhouse in heart of St Kilda,Susie,"Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86364107,144.9807426,Townhouse,Entire home/apt,4,1,2,2,Real Bed,109,,,200,1,0,3,1125,476
832,2489741,https://www.airbnb.com/rooms/2489741,Self Contained Studio Apartments,Stacey,"Point Cook, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86088673,144.9800687,Serviced apartment,Private room,2,1,1,1,Real Bed,120,,,,1,0,1,1125,445
